Ornek1;Ornek3;Ornek4;Ornek5;Ornek6;Ornek7;Ornek8;Ornek8;Ornek9;Ornek10;Ornek11;Ornek12;Ornek13;Ornek14;Ornek15;Ornek16;Ornek17;Ornek18;Ornek19;Ornek20;Ornek21;Ornek22;Ornek23;Ornek24;Ornek24;Ornek25;Ornek26;Ornek27;Ornek28;Ornek29;Ornek30;Ornek31;Ornek32;Ornek33;Ornek34;Ornek35;Ornek36;Ornek37;Ornek38;Ornek39;Ornek40;Ornek41;Ornek42;Ornek43;Ornek44;Ornek45;Ornek46;Ornek47;Ornek48;Ornek49;Ornek50;Ornek51;Ornek52;Ornek53;Ornek54;Ornek55;Ornek56;Ornek57;Ornek58;Ornek59;Ornek60
0.0;0.0;0.25757575757575757;0.0;0.0;0.0;0.01020408163265306;0.0;0.05357142857142857;0.0;0.03389830508474576;0.0;0.03296703296703297;0.41333333333333333;0.35555555555555557;0.8490566037735849;0.12396694214876033;0.5638297872340425;0.4;1.0;0.2073170731707317;0.21;0.22784810126582278;0.30434782608695654;0.3333333333333333;0.025468524747717443;0.3055555555555556;0.3181818181818182;0.5263157894736842;0.3373493975903614;1.0;0.2647058823529412;0.7447698744769874;0.15;0.2727272727272727;0.38095238095238093;0.05555555555555555;0.35;0.9166666666666666;1.0;0.15;0.0;0.07407407407407407;0.4632768361581921;0.3;0.7419354838709677;0.16666666666666666;0.1935483870967742;0.09090909090909091;0.6;1.0;0.0;0.6;1.0;0.0;0.0;0.3018867924528302;0.38461538461538464;0.2127659574468085;0.3333333333333333;1.0
0.011764705882352941;0.17567567567567569;0.24242424242424243;0.03571428571428571;0.010309278350515464;0.019230769230769232;0.01020408163265306;0.019230769230769232;0.03571428571428571;0.031578947368421054;0.03389830508474576;0.030612244897959183;0.02197802197802198;0.4;0.34444444444444444;0.8490566037735849;0.12396694214876033;0.5531914893617021;0.4;0.9795918367346939;0.1951219512195122;0.2;0.21518987341772153;0.30434782608695654;0.3333333333333333;0.024987986544930323;0.2916666666666667;0.3181818181818182;0.5263157894736842;0.3253012048192771;0.9948453608247423;0.23529411764705882;0.7405857740585774;0.15;0.2727272727272727;0.38095238095238093;0.05555555555555555;0.35;1.0;1.0;0.1625;0.0;0.07407407407407407;0.4632768361581921;0.2857142857142857;0.7096774193548387;0.14285714285714285;0.1935483870967742;0.09090909090909091;0.5846153846153846;0.972972972972973;0.0;0.5846153846153846;0.972972972972973;0.047619047619047616;0.027777777777777776;0.3018867924528302;0.358974358974359;0.20212765957446807;0.3137254901960784;0.9736842105263158
0.011764705882352941;0.1891891891891892;0.22727272727272727;0.07142857142857142;0.041237113402061855;0.057692307692307696;0.01020408163265306;0.038461538461538464;0.03571428571428571;0.05263157894736842;0.01694915254237288;0.061224489795918366;0.02197802197802198;0.4;0.3333333333333333;0.8301886792452831;0.11570247933884298;0.5531914893617021;0.3875;0.9795918367346939;0.18292682926829268;0.19;0.20253164556962025;0.2826086956521739;0.3125;0.024987986544930323;0.2916666666666667;0.29545454545454547;0.5;0.3253012048192771;0.9948453608247423;0.23529411764705882;0.7364016736401674;0.15;0.2727272727272727;0.35714285714285715;0.05555555555555555;0.35;0.9166666666666666;0.9523809523809523;0.1625;0.014084507042253521;0.05555555555555555;0.4576271186440678;0.2714285714285714;0.6774193548387096;0.16666666666666666;0.1935483870967742;0.09090909090909091;0.5846153846153846;0.9459459459459459;0.02631578947368421;0.5846153846153846;0.9459459459459459;0.047619047619047616;0.05555555555555555;0.2830188679245283;0.358974358974359;0.20212765957446807;0.3137254901960784;0.9736842105263158
0.023529411764705882;0.20270270270270271;0.22727272727272727;0.10714285714285714;0.061855670103092786;0.07692307692307693;0.01020408163265306;0.057692307692307696;0.03571428571428571;0.08421052631578947;0.01694915254237288;0.09183673469387756;0.02197802197802198;0.4;0.3333333333333333;0.8301886792452831;0.11570247933884298;0.5531914893617021;0.3875;0.9591836734693877;0.18292682926829268;0.19;0.189873417721519;0.2826086956521739;0.3125;0.024987986544930323;0.2777777777777778;0.29545454545454547;0.5;0.3132530120481928;0.9948453608247423;0.23529411764705882;0.7364016736401674;0.15;0.25757575757575757;0.35714285714285715;0.1111111111111111;0.35;0.9166666666666666;0.9523809523809523;0.175;0.014084507042253521;0.05555555555555555;0.4576271186440678;0.2714285714285714;0.6451612903225806;0.14285714285714285;0.22580645161290322;0.09090909090909091;0.5846153846153846;0.918918918918919;0.05263157894736842;0.5846153846153846;0.918918918918919;0.07142857142857142;0.08333333333333333;0.2641509433962264;0.3333333333333333;0.20212765957446807;0.29411764705882354;0.9473684210526315
0.03529411764705882;0.20270270270270271;0.22727272727272727;0.14285714285714285;0.08247422680412371;0.09615384615384616;0.02040816326530612;0.07692307692307693;0.03571428571428571;0.09473684210526316;0.01694915254237288;0.12244897959183673;0.02197802197802198;0.38666666666666666;0.32222222222222224;0.8113207547169812;0.10743801652892562;0.5425531914893617;0.3875;0.9591836734693877;0.17073170731707318;0.18;0.189873417721519;0.2608695652173913;0.2916666666666667;0.0245074483421432;0.2777777777777778;0.29545454545454547;0.47368421052631576;0.3132530120481928;0.9896907216494846;0.20588235294117646;0.7322175732217573;0.15;0.2727272727272727;0.3333333333333333;0.1111111111111111;0.35;0.9166666666666666;0.9523809523809523;0.1875;0.014084507042253521;0.05555555555555555;0.4576271186440678;0.2714285714285714;0.6451612903225806;0.14285714285714285;0.1935483870967742;0.07792207792207792;0.5692307692307692;0.8918918918918919;0.05263157894736842;0.5692307692307692;0.8918918918918919;0.09523809523809523;0.08333333333333333;0.24528301886792453;0.3333333333333333;0.19148936170212766;0.29411764705882354;0.9473684210526315
0.047058823529411764;0.20270270270270271;0.21212121212121213;0.17857142857142858;0.10309278350515463;0.11538461538461539;0.030612244897959183;0.07692307692307693;0.017857142857142856;0.11578947368421053;0.01694915254237288;0.15306122448979592;0.01098901098901099;0.38666666666666666;0.32222222222222224;0.7924528301886793;0.10743801652892562;0.5425531914893617;0.375;0.9591836734693877;0.17073170731707318;0.18;0.17721518987341772;0.2608695652173913;0.2916666666666667;0.024026910139356077;0.2638888888888889;0.2727272727272727;0.47368421052631576;0.3132530120481928;0.9845360824742269;0.20588235294117646;0.7322175732217573;0.15;0.2727272727272727;0.30952380952380953;0.1111111111111111;0.3333333333333333;0.9166666666666666;0.9047619047619048;0.2;0.028169014084507043;0.05555555555555555;0.4463276836158192;0.2571428571428571;0.5806451612903226;0.14285714285714285;0.1935483870967742;0.07792207792207792;0.5538461538461539;0.8648648648648649;0.07894736842105263;0.5538461538461539;0.8648648648648649;0.09523809523809523;0.1111111111111111;0.24528301886792453;0.28205128205128205;0.19148936170212766;0.27450980392156865;0.9473684210526315
0.058823529411764705;0.20270270270270271;0.21212121212121213;0.21428571428571427;0.1134020618556701;0.15384615384615385;0.030612244897959183;0.11538461538461539;0.017857142857142856;0.1368421052631579;0.01694915254237288;0.1836734693877551;0.01098901098901099;0.38666666666666666;0.3111111111111111;0.7924528301886793;0.09917355371900827;0.5319148936170213;0.375;0.9387755102040817;0.15853658536585366;0.18;0.17721518987341772;0.2391304347826087;0.2708333333333333;0.024026910139356077;0.2638888888888889;0.2727272727272727;0.4473684210526316;0.30120481927710846;0.979381443298969;0.20588235294117646;0.7280334728033473;0.125;0.25757575757575757;0.2857142857142857;0.16666666666666666;0.35;0.8333333333333334;0.9047619047619048;0.225;0.028169014084507043;0.05555555555555555;0.4463276836158192;0.2571428571428571;0.6129032258064516;0.14285714285714285;0.1935483870967742;0.07792207792207792;0.5538461538461539;0.8648648648648649;0.10526315789473684;0.5538461538461539;0.8648648648648649;0.11904761904761904;0.1388888888888889;0.24528301886792453;0.3076923076923077;0.19148936170212766;0.27450980392156865;0.9210526315789473
0.058823529411764705;0.21621621621621623;0.19696969696969696;0.23214285714285715;0.13402061855670103;0.17307692307692307;0.030612244897959183;0.11538461538461539;0.017857142857142856;0.15789473684210525;0.0;0.21428571428571427;0.01098901098901099;0.37333333333333335;0.3111111111111111;0.7735849056603774;0.09917355371900827;0.5319148936170213;0.3625;0.9387755102040817;0.15853658536585366;0.17;0.17721518987341772;0.2391304347826087;0.2708333333333333;0.023546371936568958;0.25;0.25;0.47368421052631576;0.30120481927710846;0.979381443298969;0.17647058823529413;0.7238493723849372;0.125;0.25757575757575757;0.2857142857142857;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.9047619047619048;0.225;0.028169014084507043;0.05555555555555555;0.4519774011299435;0.24285714285714285;0.6129032258064516;0.11904761904761904;0.22580645161290322;0.06493506493506493;0.5538461538461539;0.8378378378378378;0.13157894736842105;0.5538461538461539;0.8378378378378378;0.14285714285714285;0.1388888888888889;0.24528301886792453;0.3076923076923077;0.18085106382978725;0.2549019607843137;0.9210526315789473
0.07058823529411765;0.21621621621621623;0.18181818181818182;0.26785714285714285;0.15463917525773196;0.19230769230769232;0.04081632653061224;0.15384615384615385;0.017857142857142856;0.16842105263157894;0.0;0.23469387755102042;0.01098901098901099;0.36;0.3;0.7547169811320755;0.09090909090909091;0.5212765957446809;0.3625;0.9387755102040817;0.14634146341463414;0.17;0.17721518987341772;0.21739130434782608;0.25;0.023065833733781835;0.25;0.25;0.4473684210526316;0.2891566265060241;0.9742268041237113;0.17647058823529413;0.7238493723849372;0.125;0.24242424242424243;0.2857142857142857;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.9047619047619048;0.2375;0.04225352112676056;0.05555555555555555;0.4519774011299435;0.22857142857142856;0.5806451612903226;0.09523809523809523;0.22580645161290322;0.06493506493506493;0.5384615384615384;0.8108108108108109;0.13157894736842105;0.5384615384615384;0.8108108108108109;0.14285714285714285;0.16666666666666666;0.24528301886792453;0.28205128205128205;0.18085106382978725;0.23529411764705882;0.8947368421052632
0.08235294117647059;0.21621621621621623;0.18181818181818182;0.2857142857142857;0.16494845360824742;0.21153846153846154;0.04081632653061224;0.17307692307692307;0.0;0.18947368421052632;0.0;0.2653061224489796;0.0;0.36;0.3;0.7547169811320755;0.09090909090909091;0.5212765957446809;0.35;0.9183673469387755;0.14634146341463414;0.16;0.16455696202531644;0.21739130434782608;0.25;0.022585295530994715;0.25;0.25;0.42105263157894735;0.2891566265060241;0.9690721649484536;0.17647058823529413;0.7196652719665272;0.125;0.24242424242424243;0.2857142857142857;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.9047619047619048;0.25;0.04225352112676056;0.037037037037037035;0.4463276836158192;0.21428571428571427;0.5806451612903226;0.11904761904761904;0.1935483870967742;0.06493506493506493;0.5230769230769231;0.7837837837837838;0.15789473684210525;0.5230769230769231;0.7837837837837838;0.16666666666666666;0.19444444444444445;0.22641509433962265;0.2564102564102564;0.18085106382978725;0.23529411764705882;0.868421052631579
