Ornek1;Ornek2;Ornek3;Ornek4;Ornek5;Ornek6;Ornek7;Ornek8;Ornek9;Ornek10;Ornek11;Ornek12;Ornek13;Ornek14;Ornek15;Ornek16;Ornek17;Ornek18;Ornek19;Ornek20;Ornek21;Ornek22;Ornek23;Ornek24;Ornek25;Ornek26;Ornek27;Ornek28;Ornek29;Ornek30;Ornek31;Ornek32;Ornek33;Ornek34;Ornek35;Ornek36;Ornek37;Ornek38;Ornek39;Ornek40;Ornek41;Ornek42;Ornek43;Ornek44;Ornek45;Ornek46;Ornek47;Ornek48;Ornek49;Ornek50;Ornek51;Ornek52;Ornek53;Ornek54;Ornek55;Ornek56;Ornek57;Ornek58;Ornek59;Ornek60;Ornek61;Ornek62;Ornek63;Ornek64;Ornek65;Ornek66;Ornek67;Ornek68;Ornek69;Ornek70
97;80;62;66;82;66;47;94;70;66;66;66;65;78;53;49;65;42;75;79;79;78;99;83;92;77;40;61;39;84;81;107;83;83;91;51;47;105;86;73;73;63;61;87;72;109;65;109;73;73;63;61;74;93;63;62;88;69;56;95;101;94;107;109;54;49;67;75;56;83
97;80;62;68;82;66;47;92;70;65;65;65;65;78;52;48;65;42;75;78;78;77;98;81;93;76;40;60;39;85;82;105;84;85;89;55;47;104;86;73;72;63;61;86;71;108;64;109;73;72;63;61;74;93;62;64;88;70;56;95;101;94;108;110;53;49;67;75;56;83
97;80;62;68;83;66;47;91;70;66;65;65;65;78;51;48;65;39;74;77;77;76;98;80;93;75;40;58;39;85;82;103;85;86;88;60;47;102;86;73;71;63;60;85;71;107;64;110;73;71;63;60;74;94;62;65;88;70;56;96;100;93;109;111;53;50;66;75;56;82
97;80;63;68;83;66;47;90;71;66;65;65;65;78;49;47;65;41;73;76;76;75;97;79;94;75;40;57;39;85;82;102;85;88;86;64;47;100;87;72;71;63;60;84;71;106;64;110;72;71;63;60;73;94;62;67;88;71;56;96;100;93;109;111;53;51;66;76;55;82
97;80;62;70;84;66;47;89;71;66;66;65;65;78;50;46;65;42;73;75;75;74;96;77;94;74;40;56;39;86;84;100;85;90;85;67;47;98;86;72;70;63;59;83;70;104;63;111;72;70;63;59;73;94;61;68;88;71;56;97;100;93;110;112;53;51;66;76;56;82
96;79;63;70;84;66;47;88;70;65;65;66;65;79;48;47;64;41;72;75;75;74;96;77;95;73;39;55;39;87;85;98;86;91;84;70;47;97;86;72;69;63;59;82;70;103;63;111;72;69;63;59;72;95;62;69;87;71;56;97;99;93;111;112;53;52;66;76;55;81
96;79;63;71;85;66;46;86;71;65;65;65;65;79;48;45;65;42;71;74;75;74;95;76;95;72;39;54;39;87;85;97;87;93;82;73;47;95;85;71;68;63;58;81;69;101;63;112;71;68;63;58;72;95;61;70;87;72;55;98;99;92;111;113;53;53;65;77;55;81
96;80;62;72;85;66;47;85;72;66;65;65;65;78;47;45;65;40;71;73;74;73;96;75;96;72;39;53;39;88;86;95;87;94;81;75;47;94;84;71;67;62;58;81;68;100;62;112;71;67;62;58;72;96;61;72;87;72;56;98;98;92;112;113;53;53;65;77;55;80
96;80;62;73;85;66;47;85;72;66;65;66;65;78;47;45;65;39;70;72;73;72;96;75;96;71;39;52;39;88;88;95;88;96;80;77;47;92;83;71;67;62;57;80;68;99;62;112;71;67;62;57;71;96;61;73;87;73;55;99;97;92;112;114;53;54;65;78;55;80
96;80;62;73;86;66;47;83;72;66;65;65;65;78;46;45;65;41;70;72;73;72;95;75;96;70;39;51;39;89;88;95;88;97;79;80;47;91;82;70;66;61;57;79;68;97;62;113;70;66;61;57;71;96;61;73;88;73;55;99;97;91;113;114;52;54;65;78;55;80
95;79;62;73;87;66;47;83;72;66;65;66;65;79;46;44;66;40;69;71;72;71;95;74;95;70;39;49;39;89;89;94;89;98;78;82;47;90;82;70;66;61;56;79;67;96;61;113;70;66;61;56;71;97;60;74;89;73;55;100;97;91;113;115;53;55;64;78;55;79
95;79;62;74;87;66;47;81;73;66;66;66;65;80;45;44;65;42;69;70;71;70;95;73;95;69;39;50;39;89;89;92;89;99;77;84;47;89;81;70;65;60;56;78;67;95;61;114;70;65;60;56;71;98;60;75;90;74;55;100;96;91;114;115;52;55;64;79;55;77
95;79;63;75;87;66;47;79;72;66;66;65;65;80;45;44;65;40;69;70;71;70;95;72;95;69;39;48;39;88;90;92;89;100;76;85;47;88;80;69;64;60;55;77;67;93;61;113;69;64;60;55;70;99;60;76;90;74;55;100;96;91;114;115;52;56;64;79;55;78
95;79;62;75;88;66;47;78;73;66;65;65;65;80;44;43;65;40;69;69;70;70;95;71;95;68;39;48;39;88;90;91;88;101;76;87;46;86;79;69;64;59;55;76;66;91;60;113;69;64;59;55;71;99;60;76;91;75;55;100;95;90;115;116;53;56;64;79;55;79
94;79;62;75;88;66;47;77;73;66;66;65;65;80;42;43;65;40;68;69;70;69;94;71;95;68;39;47;39;88;90;90;88;102;75;88;47;85;79;69;63;58;55;76;66;90;60;113;69;63;58;55;70;100;59;76;91;75;55;100;95;90;115;116;55;57;64;80;54;80
94;79;62;76;89;66;47;76;74;65;65;66;65;80;43;43;65;40;67;68;69;68;94;70;94;67;39;47;39;87;88;88;88;103;74;90;47;85;78;68;63;58;54;75;66;88;60;113;68;63;58;54;70;100;59;76;92;75;55;100;94;90;115;116;58;58;65;80;54;81
93;79;62;77;89;66;47;75;73;66;65;65;65;81;44;43;66;39;67;68;69;68;93;69;94;67;39;46;39;87;88;86;87;104;74;91;47;83;77;68;62;57;54;74;65;87;60;112;68;62;57;54;70;100;59;76;93;76;55;100;93;89;116;115;61;61;65;81;54;82
93;79;63;77;89;66;47;75;74;66;65;65;65;81;45;42;65;40;67;67;69;68;93;69;93;66;39;46;39;86;86;85;87;105;73;93;47;83;76;68;62;57;53;74;65;86;59;110;68;62;57;53;70;100;59;76;93;76;54;100;93;89;116;114;63;63;65;81;54;83
93;79;63;78;90;66;47;75;74;67;65;65;65;81;44;43;65;40;66;67;69;68;93;69;93;66;39;45;39;85;86;85;86;106;72;94;47;81;76;68;61;56;53;73;65;84;65;109;68;61;56;53;70;100;59;76;94;76;54;100;92;88;116;113;65;65;65;82;54;84
92;79;62;78;90;66;47;74;74;66;65;66;65;81;43;42;64;40;66;66;68;68;92;69;93;66;39;44;39;84;86;83;85;106;72;95;47;80;75;67;61;56;53;72;65;83;65;107;67;61;56;53;69;100;59;76;94;77;54;99;91;88;115;112;67;67;67;82;54;84
92;79;62;78;91;66;47;73;75;68;65;65;65;81;44;42;61;40;66;66;67;66;92;69;92;66;39;44;39;83;86;83;84;107;71;96;48;80;75;67;61;55;53;71;64;82;64;105;67;61;55;53;69;100;58;76;95;77;54;99;91;88;114;111;69;69;67;82;54;85
92;79;62;79;90;66;47;73;74;70;65;65;65;81;44;39;60;40;65;66;67;66;91;69;92;65;39;44;39;82;84;81;83;108;70;97;53;79;74;67;60;55;52;71;64;81;64;103;67;60;55;52;69;99;58;76;95;78;54;99;90;87;113;110;70;70;65;83;54;86
91;79;62;80;91;66;46;72;75;71;65;65;65;82;44;41;58;40;65;66;67;66;91;68;91;65;39;43;39;81;84;81;82;108;70;99;59;78;73;66;60;55;52;70;64;80;64;102;66;60;55;52;68;99;58;75;96;78;54;98;90;86;112;109;72;72;65;83;54;87
91;79;63;80;91;66;47;71;75;72;66;65;65;82;44;42;57;39;65;65;66;65;91;68;91;65;39;43;39;80;83;80;81;109;69;100;64;77;73;66;60;54;52;70;63;79;63;100;66;60;54;52;68;98;58;75;96;78;54;98;89;86;111;108;73;73;63;83;54;88
91;79;62;80;92;66;47;71;75;72;65;65;65;82;43;41;56;39;65;65;66;65;90;68;91;65;39;43;39;79;82;80;80;110;69;101;68;76;72;66;59;54;51;70;63;78;63;99;66;59;54;51;68;98;58;75;96;79;54;98;89;85;110;107;74;74;61;84;54;88
90;79;62;81;92;66;47;70;76;72;66;65;65;82;43;42;55;39;65;65;66;65;90;68;90;65;39;43;39;78;80;79;79;110;68;102;71;75;71;66;59;54;51;69;63;77;63;98;66;59;54;51;68;98;58;75;95;79;54;98;88;85;109;106;76;76;59;85;53;89
90;79;62;82;92;66;47;70;76;74;65;65;65;82;44;40;54;39;65;65;65;64;90;67;90;65;39;42;39;77;80;78;78;111;68;103;74;75;71;65;58;53;51;68;63;76;63;96;65;58;53;51;68;98;58;74;95;79;54;98;88;84;108;106;77;77;59;85;53;90
90;79;62;82;93;66;47;69;76;75;65;65;64;81;44;39;53;39;65;65;65;64;87;67;90;64;39;43;39;76;79;77;77;111;67;104;77;74;71;65;58;53;51;68;62;75;62;95;65;58;53;51;67;98;57;73;95;80;54;97;87;84;107;105;78;78;58;85;53;91
89;79;62;81;93;66;47;69;77;74;65;66;65;81;45;41;52;39;64;65;65;64;87;67;87;65;39;42;39;75;78;75;76;111;67;105;79;73;70;65;58;53;51;68;62;74;62;94;65;58;53;51;67;97;57;73;95;80;53;97;87;84;106;105;79;79;58;86;53;91
89;79;62;81;93;66;48;69;77;76;65;65;65;81;44;40;51;39;65;64;65;64;87;67;87;65;39;42;39;74;77;75;75;111;66;105;81;72;70;65;57;52;50;67;62;74;62;92;65;57;52;50;67;97;57;72;95;81;53;97;86;83;106;104;80;80;58;86;53;92
89;79;62;80;93;66;53;69;77;75;66;65;65;81;44;42;49;39;65;65;65;64;87;67;87;65;39;39;39;74;76;74;74;110;66;106;83;72;69;64;57;52;50;67;62;73;62;91;64;57;52;50;67;96;57;72;94;81;53;96;86;83;105;103;81;81;57;87;53;93
89;79;62;80;92;66;59;68;78;75;65;65;65;81;44;40;50;39;65;65;65;64;87;66;87;66;39;41;39;73;75;74;74;110;65;107;85;71;68;64;57;52;50;67;61;72;61;90;64;57;52;50;66;96;57;72;94;82;53;96;85;82;105;103;82;82;57;87;53;94
88;79;62;80;92;65;64;67;78;75;65;65;66;80;45;40;48;39;65;65;65;64;88;66;87;65;39;42;39;72;74;73;73;110;65;108;87;70;68;64;57;52;50;66;61;71;61;89;64;57;52;50;66;96;57;72;93;82;53;95;85;82;104;102;83;83;57;88;53;94
88;79;62;80;91;66;68;67;78;75;65;65;65;81;45;40;48;39;66;66;64;63;87;65;88;65;39;41;39;71;73;73;72;109;65;109;89;70;68;64;56;51;49;66;61;70;61;88;64;56;51;49;66;95;57;71;93;82;53;95;84;81;103;101;84;85;57;88;52;95
88;79;62;79;91;66;71;67;77;76;65;65;65;80;45;40;47;39;65;65;65;64;87;65;87;65;39;42;39;71;72;72;71;108;64;109;90;69;67;63;56;51;50;66;60;70;60;87;63;56;51;50;66;95;57;71;93;83;53;94;84;81;103;101;84;85;54;89;53;95
88;79;62;79;90;66;74;66;78;75;65;65;65;80;45;39;47;39;65;65;65;64;85;65;87;65;39;40;39;71;71;71;71;107;64;110;92;69;67;63;56;51;50;65;61;69;61;86;63;56;51;50;65;94;56;70;92;83;53;94;83;81;102;100;85;86;51;89;52;96
87;79;62;79;90;66;77;66;78;77;66;65;65;79;45;40;46;39;65;65;65;64;85;65;85;65;39;39;39;70;71;71;71;106;64;110;93;68;66;62;55;51;49;65;61;69;61;85;62;55;51;49;65;94;56;70;92;83;52;94;83;80;101;99;86;86;51;89;52;97
87;79;62;79;89;66;79;66;79;75;65;65;65;79;46;39;46;39;65;65;65;64;85;65;85;65;39;41;39;70;71;71;70;104;63;111;94;68;66;63;55;51;49;65;61;68;61;85;63;55;51;49;65;93;56;69;91;84;53;93;82;80;101;98;87;87;52;89;53;98
87;79;62;79;88;66;81;66;79;76;66;65;65;79;45;39;45;39;65;65;66;65;84;65;85;65;39;40;39;70;70;70;70;103;63;111;95;67;66;62;55;50;49;65;61;68;61;85;62;55;50;49;65;93;56;69;91;85;52;93;82;79;100;98;88;88;52;88;55;100
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
