Ornek1;Ornek2;Ornek3;Ornek4;Ornek5;Ornek6;Ornek7;Ornek8;Ornek9;Ornek10;Ornek11;Ornek12;Ornek13;Ornek14;Ornek15;Ornek16;Ornek17;Ornek18;Ornek19;Ornek20;Ornek21;Ornek22;Ornek23;Ornek24;Ornek25;Ornek26;Ornek27;Ornek28;Ornek29;Ornek30;Ornek31;Ornek32;Ornek33;Ornek34;Ornek35;Ornek36;Ornek37;Ornek38;Ornek39;Ornek40;Ornek41;Ornek42;Ornek43;Ornek44;Ornek45;Ornek46;Ornek47;Ornek48;Ornek49;Ornek50;Ornek51;Ornek52;Ornek53;Ornek54;Ornek55;Ornek56;Ornek57;Ornek58;Ornek59;Ornek60;Ornek61;Ornek62;Ornek63;Ornek64;Ornek65;Ornek66;Ornek67;Ornek68;Ornek69;Ornek70
35;41;42;39;41;40;39;36;38;37;35;37;35;35;34;34;32;32;33;32;34;32;33;32;36;29;31;32;30;40;37;36;29;33;34;37;46;43;39;35;34;33;44;40;36;45;45;47;45;29;32;31;30;35;34;34;31;41;32;43;43;41;43;40;43;39;35;34;40;36
35;41;42;39;42;40;39;37;38;37;36;37;35;35;34;34;33;31;33;33;33;32;33;32;36;29;31;31;31;39;36;36;29;33;34;37;44;43;39;36;34;37;43;40;36;45;45;47;45;29;32;30;30;35;34;34;32;37;33;43;43;41;43;40;43;39;36;34;40;36
35;41;42;39;41;40;39;37;38;37;35;37;35;35;34;34;32;31;33;32;33;33;33;32;36;29;32;32;30;39;36;36;29;33;35;37;45;43;39;36;33;38;43;40;36;46;46;47;45;29;32;30;30;35;34;34;32;37;33;44;43;41;43;40;43;39;36;33;40;36
35;41;42;39;41;40;39;37;38;36;35;37;35;35;34;34;32;31;33;33;33;33;33;32;36;29;31;32;30;39;36;36;30;33;35;37;42;43;40;36;34;38;43;40;36;46;46;47;45;29;32;31;30;36;33;34;32;35;33;44;43;41;43;40;43;40;36;34;40;36
35;41;42;39;41;40;39;37;38;37;35;37;35;35;34;34;32;33;33;32;33;33;33;32;35;29;31;32;30;39;36;36;30;33;35;37;42;42;40;35;34;38;42;40;36;46;46;46;45;29;33;31;30;35;34;34;32;35;33;44;43;41;43;40;42;40;35;34;40;36
35;41;42;39;41;40;39;37;39;36;35;37;35;37;34;34;32;33;34;33;32;33;33;32;33;29;31;32;30;39;36;36;30;34;36;37;41;42;40;35;34;39;42;40;36;46;46;44;45;29;33;30;30;35;34;34;32;35;33;44;43;41;43;40;42;40;35;34;40;36
35;41;42;39;41;40;39;37;39;37;35;37;37;37;35;34;33;34;34;33;33;32;33;32;33;29;31;32;30;39;36;36;30;34;36;36;39;42;40;35;34;41;42;39;37;46;46;45;45;29;33;30;30;35;34;34;31;35;33;45;43;41;43;39;42;40;35;34;39;37
35;41;42;39;41;40;39;37;39;36;35;38;36;36;35;34;32;34;34;33;33;32;33;32;33;29;31;32;30;39;36;35;29;34;36;37;39;42;41;36;33;42;42;39;37;47;47;42;45;29;32;30;30;35;34;34;31;35;33;45;43;41;42;39;42;41;36;33;39;37
35;41;42;40;41;40;39;37;39;36;35;38;37;35;35;34;33;34;34;33;33;32;33;32;33;29;31;32;31;39;36;35;29;34;37;36;39;41;41;35;34;41;42;39;36;47;47;42;45;29;32;31;30;35;34;34;31;35;33;45;43;41;42;39;41;41;35;34;39;36
35;42;42;40;41;40;40;37;39;36;35;38;37;35;35;32;32;34;34;33;34;32;33;33;33;29;32;32;31;40;36;35;29;34;37;36;39;41;42;35;34;41;39;39;36;48;48;41;46;29;32;30;30;35;34;34;31;35;33;45;43;41;42;39;41;42;35;34;39;36
35;42;42;40;41;40;39;38;39;36;35;38;37;35;35;34;33;34;34;33;34;32;33;32;33;29;31;32;31;40;36;35;29;34;37;42;39;41;42;35;34;39;39;39;37;47;47;39;46;29;32;31;30;35;34;34;31;35;33;45;43;41;42;39;41;42;35;34;39;37
35;42;43;40;42;41;40;37;39;37;35;38;36;35;35;33;33;34;34;33;35;33;33;32;33;30;32;32;31;40;36;35;29;35;38;42;38;41;42;35;34;35;39;39;38;46;48;39;46;29;32;30;30;35;34;34;32;35;33;45;43;42;42;39;41;42;35;34;39;38
35;42;43;40;42;41;40;37;39;36;35;38;35;36;35;34;33;33;34;33;34;32;33;32;33;30;31;32;31;40;36;34;30;34;37;36;38;41;43;35;34;36;39;39;39;47;46;39;46;29;32;30;30;35;34;34;32;33;33;45;43;40;42;39;41;43;35;34;39;39
35;42;42;40;42;41;40;37;39;36;35;38;35;35;35;35;33;33;34;33;34;32;33;32;33;30;31;33;31;40;36;34;29;34;37;36;38;41;43;35;34;37;40;39;38;48;46;39;46;29;32;30;30;35;34;34;30;33;33;45;43;40;42;39;41;43;35;34;39;38
35;42;43;40;42;41;40;38;39;36;35;38;35;35;35;35;33;34;34;33;33;32;33;33;33;30;32;33;31;40;36;34;30;34;37;36;38;41;42;35;34;40;39;39;35;47;46;39;47;29;32;30;30;35;34;34;30;33;33;45;43;40;42;39;41;42;35;34;39;35
35;42;42;40;42;41;40;38;39;36;35;38;35;35;36;36;33;34;37;34;34;32;33;33;33;30;31;33;31;40;36;33;29;34;36;36;38;40;43;35;34;37;39;38;36;48;46;38;47;29;32;30;30;35;34;34;30;33;33;45;43;40;42;38;40;43;35;34;38;36
35;42;43;40;41;41;40;37;39;36;35;38;35;35;35;35;33;34;36;34;35;33;33;33;33;30;32;33;31;40;36;33;29;34;36;36;38;40;42;35;34;38;38;38;36;48;46;38;47;29;32;30;30;35;34;34;30;31;33;45;43;39;42;38;40;42;35;34;38;36
35;42;42;41;41;41;40;38;39;36;35;38;35;35;36;35;33;34;36;34;35;32;33;33;34;30;31;33;31;40;37;33;29;34;37;36;38;40;42;35;34;39;42;38;35;48;46;38;47;29;32;31;30;35;34;34;30;31;33;45;43;39;41;38;40;42;35;34;38;35
35;42;42;40;41;41;40;38;39;36;35;38;35;34;36;35;33;34;37;34;35;32;33;33;33;30;32;33;31;40;37;33;29;34;37;36;38;40;42;35;34;39;39;38;39;48;48;38;48;29;32;31;30;35;34;34;30;31;31;45;43;40;41;38;40;42;35;34;38;39
35;42;42;41;41;41;40;38;39;36;35;39;35;35;36;35;33;32;34;34;34;32;33;33;34;30;32;33;31;40;37;33;29;34;37;36;38;40;42;35;34;39;40;38;38;47;48;38;48;29;32;31;30;35;34;34;31;30;31;47;43;39;42;38;40;42;35;34;38;38
35;42;42;40;41;41;41;38;38;36;36;39;35;35;36;35;33;33;35;34;33;33;33;33;34;30;32;33;31;40;34;33;30;34;37;36;37;40;42;35;34;38;41;38;38;47;48;38;48;29;32;31;30;35;34;34;31;30;31;47;45;39;41;38;40;42;35;34;38;38
35;42;42;41;41;41;40;37;39;36;35;38;35;34;36;35;33;33;34;34;33;33;33;33;33;30;32;33;31;39;34;33;29;34;38;36;37;40;43;35;34;35;42;38;39;47;48;38;48;29;32;31;30;35;34;34;31;30;31;47;45;39;41;38;40;43;35;34;38;39
35;42;42;41;41;41;40;38;38;36;36;39;35;34;36;33;33;33;34;34;33;32;33;33;33;30;32;33;31;40;35;33;30;34;38;35;37;40;43;35;34;34;40;38;38;47;48;38;48;29;32;31;30;35;34;34;31;30;31;47;45;39;41;38;40;43;35;34;38;38
35;43;42;41;41;41;41;38;38;36;36;39;35;35;37;33;33;33;34;34;33;32;33;33;33;30;32;33;31;39;34;33;29;34;38;36;37;39;43;35;34;34;41;38;38;47;48;38;48;29;32;31;30;35;34;34;31;30;31;47;45;39;41;38;39;43;35;34;38;38
35;42;42;40;41;41;41;38;38;36;36;39;35;34;36;33;33;34;35;35;33;33;33;33;33;30;32;33;31;39;34;33;30;34;38;35;37;39;43;35;34;35;41;38;37;47;48;37;47;29;32;32;30;35;34;34;31;30;31;47;45;39;41;38;39;43;35;34;38;37
35;43;42;40;40;41;41;38;38;36;36;39;34;34;37;33;33;34;34;34;34;33;33;33;33;31;32;33;31;39;34;34;30;34;38;35;37;39;43;35;34;35;44;38;37;47;48;37;47;29;31;31;30;35;34;34;31;30;31;48;45;39;40;38;39;43;35;34;38;37
35;42;42;40;41;41;41;38;38;36;36;39;34;34;37;33;34;35;34;35;34;32;33;33;33;30;32;33;31;39;34;34;30;34;38;35;37;40;43;35;34;35;44;37;37;47;48;37;47;29;31;31;30;35;34;34;32;30;30;48;45;38;40;37;40;43;35;34;37;37
35;43;42;40;40;41;41;37;38;36;36;40;35;34;36;33;34;35;34;35;33;33;33;33;34;31;32;33;31;39;34;34;30;34;37;35;37;39;44;35;34;40;49;37;37;47;48;37;47;29;32;32;30;35;34;34;31;30;30;48;45;38;41;37;39;44;35;34;37;37
36;43;42;40;40;42;40;38;38;36;36;40;34;34;36;33;34;35;34;35;33;33;33;33;33;31;32;33;31;39;34;35;30;34;37;38;37;41;44;35;34;40;52;37;37;47;48;37;47;29;32;31;30;35;34;34;32;31;30;48;45;38;40;37;41;44;35;34;37;37
36;43;41;40;40;40;40;38;38;36;36;40;34;34;37;33;34;35;34;35;34;33;33;33;33;30;32;34;31;39;34;36;30;34;37;43;37;39;44;35;34;40;52;37;35;47;48;37;47;29;32;32;30;35;34;34;32;31;30;48;45;38;40;37;39;44;35;34;37;35
36;43;41;40;40;40;40;37;38;36;36;41;34;34;37;33;34;35;34;35;34;33;34;33;34;31;32;34;31;39;34;36;29;34;37;45;37;42;44;35;34;41;42;37;36;47;48;37;47;29;32;31;30;34;34;34;31;31;30;47;45;38;40;37;42;44;35;34;37;36
35;42;41;40;40;40;40;37;37;36;36;37;34;34;36;33;34;35;34;35;34;33;33;33;34;31;32;34;31;39;34;38;30;34;38;43;37;38;45;35;34;41;38;37;37;47;48;37;47;29;32;32;30;35;34;34;31;32;30;47;45;38;40;37;38;45;35;34;37;37
35;43;41;40;40;40;44;37;37;35;37;37;34;34;36;33;34;35;34;35;33;33;33;33;33;31;32;34;31;39;34;41;29;33;38;46;37;40;45;35;34;42;38;37;37;47;48;37;47;29;32;32;30;35;34;34;31;32;30;47;45;38;40;37;40;45;35;34;37;37
35;42;41;40;40;39;45;37;37;36;36;37;34;34;38;33;34;36;34;35;33;33;33;33;33;31;32;34;31;39;34;40;30;34;39;38;37;41;45;35;34;42;38;37;37;47;48;37;47;29;31;32;30;34;34;34;32;32;30;47;45;38;40;37;41;45;35;34;37;37
35;42;41;40;40;39;44;37;37;36;37;36;34;34;38;33;34;36;34;37;33;32;34;33;33;31;32;33;31;39;34;40;30;34;38;37;36;41;46;34;34;43;39;37;38;47;48;37;47;29;32;32;30;35;34;34;32;32;30;47;45;38;40;37;41;46;34;34;37;38
35;42;41;40;39;40;43;37;37;36;37;36;34;34;38;33;34;36;34;38;33;32;33;33;33;31;32;33;31;39;34;40;30;34;37;35;36;39;46;35;34;43;38;37;35;47;48;37;47;29;32;32;30;34;34;34;32;32;30;47;45;38;39;37;39;46;35;34;37;35
35;42;40;39;40;39;39;37;37;35;37;36;34;34;34;33;34;35;34;39;33;32;33;33;33;31;32;33;31;39;34;40;30;34;37;37;36;39;46;35;34;43;40;37;35;47;48;37;47;29;31;32;30;34;34;34;32;32;30;47;45;38;39;37;39;46;35;34;37;35
35;42;41;39;39;39;40;37;37;35;37;36;34;34;34;33;34;35;34;39;33;33;33;33;34;31;32;33;31;39;34;40;30;34;37;39;37;39;46;34;34;44;40;37;39;47;47;37;47;29;31;32;30;35;34;34;32;32;30;47;45;38;40;37;39;46;34;34;37;39
35;42;40;40;39;39;39;37;37;35;37;36;34;34;34;33;34;35;34;35;33;32;33;33;33;31;32;33;31;39;34;40;30;34;38;38;36;39;47;35;34;44;40;37;37;47;47;36;47;29;31;32;30;34;34;34;32;32;30;47;45;38;39;37;39;47;35;34;37;37
35;44;40;39;39;39;40;37;37;36;37;36;34;34;34;33;34;35;34;34;33;32;33;33;34;31;32;33;31;39;34;40;30;34;37;37;36;38;46;34;34;45;39;37;43;47;47;36;47;29;31;32;30;35;34;34;32;32;30;45;44;38;39;37;38;46;34;34;37;43
35;42;40;39;39;39;39;37;37;36;36;36;34;33;34;33;33;36;34;35;33;32;33;33;34;31;32;33;31;39;34;40;30;34;37;37;36;38;46;34;34;45;38;37;35;47;47;36;47;29;31;32;30;34;35;34;32;32;30;45;44;38;39;37;38;46;34;34;37;35
35;42;40;39;39;39;39;37;37;35;37;36;34;34;34;33;34;36;34;35;33;32;34;33;33;31;32;33;31;39;34;40;30;34;37;37;36;38;46;35;34;45;38;37;35;47;47;37;47;29;31;32;30;34;35;34;32;30;30;45;44;38;39;37;38;46;35;34;37;35
35;42;40;39;39;39;39;37;37;35;36;36;34;34;34;33;33;36;34;34;33;32;33;33;33;31;32;33;31;39;34;39;30;34;37;37;36;38;45;34;34;46;38;36;35;48;47;36;47;29;31;32;30;34;35;35;32;30;30;45;44;38;39;36;38;45;34;34;36;35
35;41;40;39;39;38;39;37;37;35;37;36;34;33;34;33;33;36;34;34;33;32;33;33;33;31;32;33;31;39;34;39;29;34;37;40;36;38;43;35;34;46;38;36;35;48;47;36;48;29;31;32;30;34;35;35;32;30;30;45;44;38;39;36;38;43;35;34;36;35
35;41;40;39;39;38;39;37;36;36;37;36;34;34;34;33;33;36;34;34;33;33;33;33;34;31;32;33;31;39;33;39;30;34;37;40;36;38;42;34;35;48;38;37;36;45;47;36;48;29;31;32;30;34;35;35;32;30;30;45;44;38;39;37;38;42;34;34;37;36
35;41;40;39;39;38;39;37;36;35;36;36;34;34;34;33;33;36;34;34;33;32;33;33;33;31;32;33;31;39;34;39;30;34;36;36;36;38;43;34;35;48;38;37;35;41;47;36;48;29;31;32;30;34;35;35;32;30;30;41;44;38;39;37;38;43;34;34;37;35
36;41;40;39;39;38;39;37;36;35;36;36;34;34;34;33;33;37;33;34;33;32;33;33;33;31;32;33;31;39;34;39;30;34;36;35;36;38;42;34;35;48;38;36;35;38;47;36;45;29;31;32;30;34;35;35;32;30;30;41;44;38;39;36;38;42;34;34;36;35
36;41;40;39;39;38;39;37;37;35;37;36;34;34;34;33;33;37;34;34;33;32;33;33;33;31;32;33;31;39;33;39;30;34;36;35;36;38;43;34;35;49;38;37;35;39;47;36;44;29;31;32;30;34;35;35;32;30;30;41;44;38;39;37;38;43;34;34;37;35
37;41;40;39;39;38;38;37;36;35;37;36;34;34;34;33;33;37;34;34;33;32;34;33;33;31;32;33;31;39;33;39;30;34;36;35;36;38;39;34;35;49;38;36;36;38;45;36;42;29;31;32;30;34;35;35;32;30;30;40;41;38;38;36;38;39;34;34;36;36
37;41;39;39;38;38;38;37;36;35;36;36;34;33;34;33;33;34;34;34;33;32;33;33;33;31;32;33;31;39;34;39;30;34;36;35;36;38;38;34;35;49;38;36;35;39;45;36;39;29;31;32;30;34;35;35;32;30;30;40;41;38;38;36;38;38;34;34;36;35
41;41;40;40;38;38;38;37;36;35;36;36;34;33;34;33;33;34;34;34;33;32;33;33;33;31;32;33;31;39;34;39;30;34;36;34;36;38;38;34;35;49;38;36;35;38;45;36;39;29;31;33;30;34;35;35;32;30;30;37;41;37;38;36;38;38;34;34;36;35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
