Ornek1;Ornek2;Ornek3;Ornek4;Ornek5;Ornek6;Ornek7;Ornek8;Ornek9;Ornek10;Ornek11;Ornek12;Ornek13;Ornek14;Ornek15;Ornek16;Ornek17;Ornek18;Ornek19;Ornek20;Ornek21;Ornek22;Ornek23;Ornek24;Ornek25;Ornek26;Ornek27;Ornek28;Ornek29;Ornek30;Ornek31;Ornek32;Ornek33;Ornek34;Ornek35;Ornek36;Ornek37;Ornek38;Ornek39;Ornek40;Ornek41;Ornek42;Ornek43;Ornek44;Ornek45;Ornek46;Ornek47;Ornek48;Ornek49;Ornek50;Ornek51;Ornek52;Ornek53;Ornek54;Ornek55;Ornek56;Ornek57;Ornek58;Ornek59;Ornek60
0.0;0.0;0.5;0.0;0.029411764705882353;1.0;0.2571428571428571;0.04918032786885246;0.125;0.15384615384615385;1.0;1.0;1.0;0.125;0.8;0.9117647058823529;0.8125;0.95;0.16129032258064516;0.7222222222222222;0.3389830508474576;0.3389830508474576;0.10869565217391304;0.6082474226804123;0.044444444444444446;0.6666666666666666;0.9629629629629629;0.9259259259259259;1.0;0.5333333333333333;0.17777777777777778;0.06557377049180328;0.18604651162790697;0.10606060606060606;0.08333333333333333;0.09090909090909091;0.20408163265306123;0.06557377049180328;0.10810810810810811;0.11538461538461539;0.10344827586206896;0.043478260869565216;0.09523809523809523;0.0;0.046511627906976744;0.045454545454545456;0.0;0.043478260869565216;0.11538461538461539;0.10344827586206896;0.043478260869565216;0.09523809523809523;0.11538461538461539;0.5925925925925926;0.2;0.16666666666666666;0.044444444444444446;0.7391304347826086;0.8571428571428571;0.5185185185185185
0.0;0.08333333333333333;0.5;0.0;0.0;0.5;0.2571428571428571;0.04918032786885246;0.125;0.15384615384615385;1.0;0.0;0.5;0.125;0.825;0.9117647058823529;0.8125;0.95;0.16129032258064516;0.7222222222222222;0.3728813559322034;0.3728813559322034;0.10869565217391304;0.6288659793814433;0.044444444444444446;0.6111111111111112;0.9629629629629629;0.9259259259259259;1.0;0.5333333333333333;0.15555555555555556;0.04918032786885246;0.16279069767441862;0.10606060606060606;0.08333333333333333;0.09090909090909091;0.20408163265306123;0.06557377049180328;0.10810810810810811;0.11538461538461539;0.10344827586206896;0.043478260869565216;0.047619047619047616;0.0;0.046511627906976744;0.045454545454545456;0.020833333333333332;0.043478260869565216;0.11538461538461539;0.10344827586206896;0.043478260869565216;0.047619047619047616;0.11538461538461539;0.5555555555555556;0.2;0.13333333333333333;0.044444444444444446;0.7391304347826086;0.8571428571428571;0.48148148148148145
0.0;0.16666666666666666;0.5;0.0;0.0;1.0;0.22857142857142856;0.04918032786885246;0.125;0.15384615384615385;1.0;1.0;0.5;0.0625;0.775;0.9411764705882353;0.8125;0.95;0.1935483870967742;0.7222222222222222;0.3898305084745763;0.3898305084745763;0.10869565217391304;0.6391752577319587;0.044444444444444446;0.6111111111111112;1.0;0.9259259259259259;1.0;0.5333333333333333;0.15555555555555556;0.04918032786885246;0.16279069767441862;0.10606060606060606;0.0625;0.07575757575757576;0.20408163265306123;0.06557377049180328;0.10810810810810811;0.07692307692307693;0.06896551724137931;0.0;0.047619047619047616;0.0;0.046511627906976744;0.045454545454545456;0.125;0.043478260869565216;0.07692307692307693;0.06896551724137931;0.0;0.047619047619047616;0.07692307692307693;0.5555555555555556;0.2;0.16666666666666666;0.044444444444444446;0.6956521739130435;0.8571428571428571;0.4444444444444444
0.04;0.3333333333333333;0.5;0.0;0.0;1.0;0.22857142857142856;0.04918032786885246;0.125;0.07692307692307693;1.0;0.0;0.5;0.125;0.775;0.9411764705882353;0.7916666666666666;0.95;0.22580645161290322;0.7222222222222222;0.4067796610169492;0.4067796610169492;0.10869565217391304;0.6494845360824743;0.022222222222222223;0.7222222222222222;0.9629629629629629;0.9444444444444444;1.0;0.5333333333333333;0.15555555555555556;0.04918032786885246;0.16279069767441862;0.09090909090909091;0.08333333333333333;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.10810810810810811;0.07692307692307693;0.10344827586206896;0.043478260869565216;0.047619047619047616;0.0;0.046511627906976744;0.045454545454545456;0.1875;0.028985507246376812;0.07692307692307693;0.10344827586206896;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.5555555555555556;0.2;0.16666666666666666;0.044444444444444446;0.6956521739130435;0.8095238095238095;0.4444444444444444
0.04;0.3333333333333333;0.5;0.0;0.029411764705882353;0.5;0.22857142857142856;0.03278688524590164;0.125;0.15384615384615385;1.0;0.0;0.5;0.125;0.75;0.9117647058823529;0.7916666666666666;0.95;0.22580645161290322;0.6666666666666666;0.4406779661016949;0.4406779661016949;0.08695652173913043;0.6701030927835051;0.022222222222222223;0.6666666666666666;1.0;0.9444444444444444;1.0;0.5333333333333333;0.15555555555555556;0.04918032786885246;0.16279069767441862;0.09090909090909091;0.0625;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.08108108108108109;0.11538461538461539;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.046511627906976744;0.030303030303030304;0.25;0.043478260869565216;0.11538461538461539;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.11538461538461539;0.5185185185185185;0.2;0.13333333333333333;0.044444444444444446;0.6956521739130435;0.8095238095238095;0.4444444444444444
0.0;0.3333333333333333;0.5;0.0;0.0;1.0;0.22857142857142856;0.03278688524590164;0.125;0.15384615384615385;1.0;1.0;1.0;0.0625;0.775;0.9117647058823529;0.8125;0.95;0.25806451612903225;0.7222222222222222;0.4576271186440678;0.4067796610169492;0.08695652173913043;0.6804123711340206;0.022222222222222223;0.6666666666666666;0.9629629629629629;0.9629629629629629;1.0;0.5333333333333333;0.15555555555555556;0.08196721311475409;0.16279069767441862;0.09090909090909091;0.0625;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.08108108108108109;0.11538461538461539;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.046511627906976744;0.045454545454545456;0.3125;0.028985507246376812;0.11538461538461539;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.11538461538461539;0.5185185185185185;0.2;0.13333333333333333;0.044444444444444446;0.6521739130434783;0.8095238095238095;0.4074074074074074
0.0;0.3333333333333333;0.5;0.0;0.0;1.0;0.22857142857142856;0.03278688524590164;0.125;0.15384615384615385;1.0;0.0;0.5;0.125;0.775;0.9117647058823529;0.8125;0.925;0.2903225806451613;0.7222222222222222;0.4745762711864407;0.4745762711864407;0.08695652173913043;0.6907216494845361;0.022222222222222223;0.6666666666666666;0.9629629629629629;0.9444444444444444;0.9230769230769231;0.5333333333333333;0.15555555555555556;0.08196721311475409;0.13953488372093023;0.09090909090909091;0.0625;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.08108108108108109;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.023255813953488372;0.045454545454545456;0.3541666666666667;0.043478260869565216;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.5185185185185185;0.13333333333333333;0.13333333333333333;0.044444444444444446;0.6521739130434783;0.8095238095238095;0.37037037037037035
0.0;0.3333333333333333;0.5;0.0;0.029411764705882353;0.5;0.22857142857142856;0.03278688524590164;0.125;0.07692307692307693;1.0;1.0;0.5;0.0;0.725;0.9117647058823529;0.8125;0.95;0.2903225806451613;0.6666666666666666;0.4915254237288136;0.4915254237288136;0.08695652173913043;0.711340206185567;0.022222222222222223;0.6111111111111112;1.0;0.9629629629629629;0.8461538461538461;0.5333333333333333;0.15555555555555556;0.03278688524590164;0.13953488372093023;0.09090909090909091;0.0625;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.08108108108108109;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.3958333333333333;0.028985507246376812;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.48148148148148145;0.2;0.13333333333333333;0.044444444444444446;0.6521739130434783;0.7619047619047619;0.37037037037037035
0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.22857142857142856;0.03278688524590164;0.125;0.15384615384615385;1.0;0.0;0.5;0.1875;0.75;0.9117647058823529;0.8125;0.95;0.3225806451612903;0.6666666666666666;0.5084745762711864;0.5084745762711864;0.08695652173913043;0.7216494845360825;0.022222222222222223;0.6666666666666666;0.9629629629629629;0.9629629629629629;0.8076923076923077;0.5333333333333333;0.13333333333333333;0.03278688524590164;0.13953488372093023;0.09090909090909091;0.0625;0.07575757575757576;0.1836734693877551;0.04918032786885246;0.08108108108108109;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.4375;0.028985507246376812;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.48148148148148145;0.13333333333333333;0.13333333333333333;0.044444444444444446;0.6086956521739131;0.7619047619047619;0.37037037037037035
0.0;0.3333333333333333;0.5;0.0;0.0;0.5;0.22857142857142856;0.03278688524590164;0.125;0.07692307692307693;1.0;0.0;0.5;0.0625;0.775;0.9117647058823529;0.8125;0.925;0.3225806451612903;0.6666666666666666;0.5254237288135594;0.5254237288135594;0.08695652173913043;0.7319587628865979;0.022222222222222223;0.6111111111111112;0.9629629629629629;0.9814814814814815;0.8076923076923077;0.5333333333333333;0.13333333333333333;0.03278688524590164;0.13953488372093023;0.09090909090909091;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.04918032786885246;0.08108108108108109;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.4583333333333333;0.028985507246376812;0.07692307692307693;0.06896551724137931;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.4444444444444444;0.2;0.13333333333333333;0.044444444444444446;0.6086956521739131;0.7619047619047619;0.3333333333333333
0.0;0.3333333333333333;0.5;0.0;0.0;1.0;0.2;0.03278688524590164;0.0;0.07692307692307693;1.0;1.0;0.5;0.0;0.775;0.9411764705882353;0.75;0.925;0.3548387096774194;0.6666666666666666;0.5423728813559322;0.5423728813559322;0.06521739130434782;0.7422680412371134;0.022222222222222223;0.6666666666666666;0.9629629629629629;0.9814814814814815;0.8076923076923077;0.5666666666666667;0.13333333333333333;0.03278688524590164;0.13953488372093023;0.07575757575757576;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.04918032786885246;0.08108108108108109;0.07692307692307693;0.06896551724137931;0.0;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.4791666666666667;0.028985507246376812;0.07692307692307693;0.06896551724137931;0.0;0.047619047619047616;0.07692307692307693;0.4444444444444444;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.6086956521739131;0.7142857142857143;0.3333333333333333
0.0;0.3333333333333333;0.5;0.0;0.0;1.0;0.2;0.03278688524590164;0.25;0.15384615384615385;1.0;0.0;0.5;0.0625;0.75;0.9411764705882353;0.75;0.925;0.3870967741935484;0.6666666666666666;0.576271186440678;0.576271186440678;0.06521739130434782;0.7525773195876289;0.022222222222222223;0.6111111111111112;0.9629629629629629;0.9814814814814815;0.6538461538461539;0.5666666666666667;0.13333333333333333;0.03278688524590164;0.13953488372093023;0.09090909090909091;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.07692307692307693;0.034482758620689655;0.0;0.0;0.0;0.023255813953488372;0.030303030303030304;0.5208333333333334;0.028985507246376812;0.07692307692307693;0.034482758620689655;0.0;0.0;0.07692307692307693;0.4444444444444444;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5652173913043478;0.7142857142857143;0.2962962962962963
0.0;0.3333333333333333;0.5;0.0;0.0;0.5;0.2;0.03278688524590164;0.3125;0.15384615384615385;0.0;0.0;0.5;0.125;0.75;0.9411764705882353;0.75;0.925;0.3870967741935484;0.6666666666666666;0.576271186440678;0.576271186440678;0.06521739130434782;0.7525773195876289;0.022222222222222223;0.6111111111111112;0.9629629629629629;1.0;0.6153846153846154;0.6333333333333333;0.13333333333333333;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.07692307692307693;0.034482758620689655;0.043478260869565216;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.5416666666666666;0.028985507246376812;0.07692307692307693;0.034482758620689655;0.043478260869565216;0.047619047619047616;0.07692307692307693;0.4074074074074074;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5652173913043478;0.7142857142857143;0.2962962962962963
0.0;0.25;0.5;0.0;0.029411764705882353;0.5;0.2;0.01639344262295082;0.1875;0.07692307692307693;1.0;0.0;0.5;0.0625;0.85;0.9117647058823529;0.75;0.925;0.41935483870967744;0.6666666666666666;0.6101694915254238;0.6101694915254238;0.06521739130434782;0.7731958762886598;0.022222222222222223;0.6666666666666666;0.9629629629629629;1.0;0.6153846153846154;0.6;0.13333333333333333;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.07692307692307693;0.034482758620689655;0.0;0.0;0.0;0.023255813953488372;0.045454545454545456;0.5833333333333334;0.028985507246376812;0.07692307692307693;0.034482758620689655;0.0;0.0;0.07692307692307693;0.37037037037037035;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5217391304347826;0.6666666666666666;0.25925925925925924
0.0;0.3333333333333333;0.5;0.0;0.0;0.5;0.2;0.01639344262295082;0.1875;0.15384615384615385;1.0;1.0;1.0;0.125;0.8;0.9411764705882353;0.75;0.925;0.41935483870967744;0.6666666666666666;0.6101694915254238;0.6101694915254238;0.06521739130434782;0.7731958762886598;0.0;0.6666666666666666;0.9629629629629629;1.0;0.5769230769230769;0.5666666666666667;0.1111111111111111;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.041666666666666664;0.07575757575757576;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.07692307692307693;0.034482758620689655;0.0;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.6041666666666666;0.028985507246376812;0.07692307692307693;0.034482758620689655;0.0;0.047619047619047616;0.07692307692307693;0.3333333333333333;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5217391304347826;0.7142857142857143;0.25925925925925924
0.0;0.25;0.5;0.0;0.0;1.0;0.2;0.01639344262295082;0.125;0.15384615384615385;1.0;0.0;0.5;0.125;0.825;0.9411764705882353;0.75;0.925;0.45161290322580644;0.6111111111111112;0.6271186440677966;0.6271186440677966;0.06521739130434782;0.7731958762886598;0.0;0.6666666666666666;1.0;1.0;0.5384615384615384;0.5666666666666667;0.1111111111111111;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.041666666666666664;0.06060606060606061;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.07692307692307693;0.034482758620689655;0.0;0.047619047619047616;0.0;0.0;0.030303030303030304;0.625;0.028985507246376812;0.07692307692307693;0.034482758620689655;0.0;0.047619047619047616;0.07692307692307693;0.3333333333333333;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5217391304347826;0.6666666666666666;0.2222222222222222
0.0;0.25;0.5;0.0;0.0;0.5;0.2;0.01639344262295082;0.1875;0.07692307692307693;1.0;1.0;0.5;0.0625;0.75;0.9117647058823529;0.75;0.925;0.45161290322580644;0.6111111111111112;0.6440677966101694;0.6440677966101694;0.06521739130434782;0.7835051546391752;0.0;0.6666666666666666;0.9629629629629629;0.9814814814814815;0.5384615384615384;0.5333333333333333;0.1111111111111111;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.020833333333333332;0.06060606060606061;0.16326530612244897;0.03278688524590164;0.05405405405405406;0.038461538461538464;0.0;0.0;0.047619047619047616;0.0;0.023255813953488372;0.030303030303030304;0.6458333333333334;0.028985507246376812;0.038461538461538464;0.0;0.0;0.047619047619047616;0.038461538461538464;0.3333333333333333;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.5217391304347826;0.6666666666666666;0.2222222222222222
0.0;0.3333333333333333;0.5;0.0;0.0;0.5;0.17142857142857143;0.01639344262295082;0.125;0.15384615384615385;0.0;0.0;0.5;0.125;0.8;0.9411764705882353;0.75;0.9;0.4838709677419355;0.6111111111111112;0.6610169491525424;0.6610169491525424;0.043478260869565216;0.7835051546391752;0.022222222222222223;0.6111111111111112;0.9629629629629629;0.9814814814814815;0.5;0.5333333333333333;0.1111111111111111;0.01639344262295082;0.11627906976744186;0.07575757575757576;0.020833333333333332;0.06060606060606061;0.14285714285714285;0.03278688524590164;0.05405405405405406;0.038461538461538464;0.0;0.0;0.0;0.0;0.023255813953488372;0.030303030303030304;0.6666666666666666;0.028985507246376812;0.038461538461538464;0.0;0.0;0.0;0.038461538461538464;0.2962962962962963;0.06666666666666667;0.13333333333333333;0.022222222222222223;0.5217391304347826;0.6666666666666666;0.18518518518518517
0.0;0.25;0.5;0.0;0.0;0.5;0.17142857142857143;0.01639344262295082;0.125;0.07692307692307693;0.0;1.0;0.5;0.0625;0.85;0.9117647058823529;0.75;0.9;0.4838709677419355;0.6111111111111112;0.6779661016949152;0.6779661016949152;0.06521739130434782;0.7835051546391752;0.1111111111111111;0.7222222222222222;0.9629629629629629;0.9629629629629629;0.5;0.5;0.1111111111111111;0.03278688524590164;0.09302325581395349;0.06060606060606061;0.041666666666666664;0.06060606060606061;0.14285714285714285;0.03278688524590164;0.05405405405405406;0.038461538461538464;0.0;0.0;0.0;0.015873015873015872;0.0;0.030303030303030304;0.6875;0.028985507246376812;0.038461538461538464;0.0;0.0;0.0;0.038461538461538464;0.2962962962962963;0.13333333333333333;0.13333333333333333;0.022222222222222223;0.4782608695652174;0.6666666666666666;0.18518518518518517
